Date,CL=F,GC=F,^FTSE,^GSPC,^NSEI
2015-01-05,-0.050294131338965875,0.015092769320457444,-0.019945571530990525,-0.018278105145113743,-0.0020308386436523884
2015-01-06,-0.042166278412213876,0.012791780132704655,-0.00790067221987778,-0.008893471722946522,-0.029963988501869876
2015-01-07,0.015021932320442133,-0.007135301315331799,0.008371916231445953,0.01162984267174294,-0.0031067936900222026
2015-01-08,0.0028776852057026403,-0.0018172403900885703,0.023396398623338532,0.017888280629516196,0.016353724358093125
2015-01-09,-0.008813287499630618,0.0062892878454074985,-0.01048704754090568,-0.008403811034715436,0.006059844193054609
2015-01-12,-0.04735320278381394,0.013733512476870935,4.611599313908421e-05,-0.008093685160912578,0.004647232784114941
2015-01-13,-0.003907104544565554,0.0012980430920994657,0.006275616572061882,-0.0025785552362955766,-0.002835469106692301
2015-01-14,0.05643931547255865,8.09977979279175e-05,-0.023493655150239268,-0.005813067327385291,-0.0026327909136885097
2015-01-15,-0.04599834082699461,0.024546278482289408,0.017265368190889863,-0.009247875921837956,0.026167234392820093
2015-01-16,0.05275672706397794,0.00964661478074924,0.007924540153222415,0.013424199395820402,0.0023132877520259942
2015-01-20,-0.047237611458852524,0.013548380003948202,0.010656045532267067,0.0015499523698385698,0.02135354469897277
2015-01-21,0.029963341408420385,-0.0003863390657272703,0.016298832457525947,0.004731623968765364,0.0038985684884169647
2015-01-22,-0.030765957378860787,0.0054108373380235,0.010196209520845656,0.015269721916580492,0.0036543204794088346
2015-01-23,-0.015547423868537802,-0.006227397470600193,0.005326149326298157,-0.005491522439307173,0.008468876599840858
2015-01-27,0.014038152829707995,-0.000696289982254239,-0.003102638396738411,-0.010853787753941302,0.00847711461998868
2015-01-28,-0.03850311046770927,-0.004490150171911567,0.002099331211828037,-0.013495609366348305,0.0004264412420740271
2015-01-29,0.00179973037085146,-0.02434096604235414,-0.0022414340828886825,0.009534685287099887,0.0042684008302582566
2015-01-30,0.08331468674763998,0.019049916211659745,-0.008986020972448716,-0.012991965252009852,-0.01602363904552817
2015-02-02,0.02757043884911603,-0.0017990213751466477,0.004918984767960044,0.012962463710669558,-0.0013054977908750764
2015-02-03,0.07020374346703262,-0.01292900848714873,0.013151255528403238,0.014439495293299576,-0.004643483770618517
2015-02-04,-0.08671062281387465,0.00325482084240436,-0.001717134524124364,-0.0041560462088314765,-0.003751432939651078
2015-02-05,0.041898838954191886,-0.001424314573966079,0.0008600440734329862,0.010291406686777416,-0.0013755630903555804
2015-02-06,0.0239698711459031,-0.0222662247115194,-0.0018205916453476467,-0.0034181723141418763,-0.005814064934449137
2015-02-09,0.022634978036893072,0.00559204496112975,-0.0023637475212426873,-0.004247194360987749,-0.01555240973670402
2015-02-10,-0.053726827843277314,-0.0074146299807744676,-0.001184709738615397,0.010675561019232394,0.0045975355349490155
2015-02-11,-0.023590569659673655,-0.010230574728570474,-0.0015960964384591492,-2.903358867545336e-05,0.007220854159723844
2015-02-12,0.048525776504511065,0.0009023589712366942,0.0014519817635387788,0.009644506431775834,0.009753739278629103
2015-02-13,0.03065806918360714,0.005245491797497115,0.006648980198654897,0.004074738491730789,0.0107845558389561
2015-02-18,-0.012125793945631624,-0.021850834755911097,0.003578976890412422,0.0012827631122593885,0.0072227141417295915
2015-02-19,-0.018795541881630573,0.0061682293200346905,-0.0013337288792932833,-0.0010620573331896477,0.0029540986646272582
2015-02-20,-0.016028141072516044,-0.0022367253968044176,0.0038177783596191617,0.006126533626735764,-0.006936269340802492
2015-02-23,-0.01767976533473814,-0.0034041643165294566,-0.00043382691972293497,-0.0003033391953459752,-0.008903438863023694
2015-02-24,-0.003437856036798692,-0.002832645401774303,0.005410708788369911,0.002758770892866691,0.0008166139044774035
2015-02-25,0.034699735014772415,0.003425495448498017,-0.0020433111420740113,-0.0007657236475081541,0.0005878032497472763
2015-02-26,-0.05530502876434262,0.007160679089040389,0.0020619276710946988,-0.001476028227480719,-0.00951271956713906
2015-02-27,0.033008100747924596,0.0024801587802172342,-0.0004316732975075954,-0.0029563045487578377,0.018511375395821705
2015-03-02,-0.0034163620313416576,-0.004040924057989392,-0.0008781288215613525,0.006124919257840311,0.01268009809128312
2015-03-03,0.01875378710050768,-0.003063634446854757,-0.0074201076672593125,-0.0045385421527393,0.004410081781896391
2015-03-04,0.01999204893866935,-0.00282394054324131,0.004369235056766119,-0.00438850348301556,-0.008181143184660233
2015-03-05,-0.014942761032492813,-0.00391466872184576,0.006055599080965424,0.0011960799848387271,0.0016922784950608172
2015-03-09,-0.014972386656104342,-0.02466761384544136,-0.01215326549962037,-0.01028543341397603,-0.02025118178512486
2015-03-10,-0.03419998168945315,-0.0054012763170935285,-0.02525997168799532,-0.01696133008584244,-0.005104655872612551
2015-03-11,-0.0024850433693706098,-0.008102770978263951,0.0027899080768341022,-0.0019176795748703235,-0.0013888361116221049
2015-03-12,-0.0232509648008834,0.0012166720026682842,0.005891556595440051,0.012601439566208406,0.008741406902360804
2015-03-13,-0.046971288423143576,0.0004339901142222935,-0.0030320509538243057,-0.006074710968194674,-0.014613719234275346
2015-03-16,-0.021409435352494066,0.0006073861331044039,0.009420526226155967,0.013533671171787054,-0.0016882552542568652
2015-03-17,-0.009571603769804038,-0.004335385232212996,0.004923501935478525,-0.003320173700583018,0.010442238346779709
2015-03-18,0.02761161500733178,0.002699621574606015,0.01573652979400375,0.012158421402569175,-0.004287301239194297
2015-03-19,-0.015673998328059047,0.015372547156998984,0.002462075806906272,-0.004872579408787825,-0.00590036699653107
2015-03-20,0.0400364461529783,0.013429196450302605,0.008646596239933357,0.00901275466979845,-0.0073830435647072035
2015-03-23,0.0378390090998717,0.002700836461848599,0.002164499154503341,-0.0017457310425351702,-0.002333477124745964
2015-03-24,0.001264437463204704,0.003114437013362892,-0.0025576537079526895,-0.006139421956948832,-0.000929749494125387
2015-03-25,0.03578195796670758,0.0046992513935602,-0.004088521520002386,-0.014558905652342857,-0.0014222710360253243
2015-03-26,0.045112807600185656,0.006514596541983497,-0.013689056688957257,-0.002377499996742527,-0.022113918786236364
